あだ名,あだな
登院,とういん
登頂,とうちょう
白み,しら
白む,しら
白ん,しら
白ま,しら
白め,しら
白な,しら
白熱,はくねつ
白状,はくじょう
的中,てきちゅう
皮肉り,ひにく
皮肉る,ひにく
皮肉った,ひにく
皮肉ら,ひにく
皮肉って,ひにく
皮肉ろ,ひにく
皮肉れ,ひにく
皮肉ら,ひにく
盗み,ぬす
盗む,ぬす
盗ん,ぬす
盗ま,ぬす
盗め,ぬす
盗な,ぬす
盗作,とうさく
盗塁,とうるい
盗掘,とうくつ
盗用,とうよう
盗聴,とうちょう
盛り,もり
盛り,も
盛る,も
盛った,も
盛ら,も
盛って,も
盛ろ,も
盛れ,も
盛ら,も
盟約,めいやく
監修,かんしゅう
監察,かんさつ
監査,かんさ
監理,かんり
監禁,かんきん
監視,かんし
目指し,めざ
目指す,めざ
目指さ,めざ
目指そ,めざ
目指せ,めざ
目撃,もくげき
目減り,めべり
目測,もくそく
目立ち,めだ
目立つ,めだ
目立った,めだ
目立た,めだ
目立って,めだ
目立とう,めだ
目立げ,めだ
目立た,めだ
目立て,めだ
目覚めま,めざ
目覚める,めざ
目覚めた,めざ
目覚めな,めざ
目覚めず,めざ
目覚めて,めざ
目覚めよ,めざ
目覚めら,めざ
目覚めさ,めざ
目覚めろ,めざ
目配り,めくばり
直し,なお
直す,なお
直さ,なお
直そ,なお
直せ,なお
直り,なお
直る,なお
直った,なお
直ら,なお
直って,なお
直ろ,なお
直れ,なお
直ら,なお
直営,ちょくえい
直売,ちょくばい
直属,ちょくぞく
直感,ちょっかん
直撃,ちょくげき
直立,ちょくりつ
直結,ちょっけつ
直航,ちょっこう
直行,ちょっこう
直視,ちょくし
直言,ちょくげん
直訳,ちょくやく
直訴,じきそ
直談判,じかだんぱん
直輸入,ちょくゆにゅう
直轄,ちょっかつ
直送,ちょくそう
直通,ちょくつう
直進,ちょくしん
相乗り,あいのり
相半ば,あいなかば
相対,そうたい
相当,そうとう
相応,そうおう
相愛,そうあい
相手取り,あいてと
相手取る,あいてと
相手取った,あいてと
相手取ら,あいてと
相手取って,あいてと
相手取ろ,あいてと
相手取れ,あいてと
相手取ら,あいてと
相次ぎ,あいつ
相次ぐ,あいつ
相次い,あいつ
相次が,あいつ
相次お,あいつ
相次げ,あいつ
相次え,あいつ
相殺,そうさい
相続,そうぞく
相談,そうだん
相違,そうい
相関,そうかん
省き,はぶ
省く,はぶ
省い,はぶ
省か,はぶ
省おう,はぶ
省け,はぶ
省え,はぶ
省みま,かえり
省みる,かえり
省みた,かえり
省みな,かえり
省みず,かえり
省みて,かえり
省みよ,かえり
省みら,かえり
省みさ,かえり
省みろ,かえり
省力,しょうりょく
省略,しょうりゃく
看るま,み
看るる,み
看るた,み
看るな,み
看るず,み
看るて,み
看るよ,み
看るら,み
看るさ,み
看るろ,み
看病,かんびょう
看護,かんご
看過,かんか
真似ま,ま
真似る,ま
真似た,ま
真似な,ま
真似ず,ま
真似て,ま
真似よ,ま
真似ら,ま
真似さ,ま
真似ろ,ま
眠り,ねむ
眠る,ねむ
眠った,ねむ
眠ら,ねむ
眠って,ねむ
眠ろ,ねむ
眠れ,ねむ
眠ら,ねむ
眺めま,なが
眺める,なが
眺めた,なが
眺めな,なが
眺めず,なが
眺めて,なが
眺めよ,なが
眺めら,なが
眺めさ,なが
眺めろ,なが
眺望,ちょうぼう
着き,つ
着く,つ
着い,つ
着か,つ
着おう,つ
着け,つ
着え,つ
着こなし,きこな
着こなす,きこな
着こなさ,きこな
着こなそ,きこな
着こなせ,きこな
着せま,き
着せる,き
着せた,き
着せな,き
着せず,き
着せて,き
着せよ,き
着せら,き
着せさ,き
着せろ,き
着るま,き
着るる,き
着るた,き
着るな,き
着るず,き
着るて,き
着るよ,き
着るら,き
着るさ,き
着るろ,き
着任,ちゃくにん
着信,ちゃくしん
着地,ちゃくち
着岸,ちゃくがん
着工,ちゃっこう
着席,ちゃくせき
着床,ちゃくしょう
着座,ちゃくざ
着弾,ちゃくだん
着想,ちゃくそう
着手,ちゃくしゅ
着替え,きがえ
着替えま,きが
着替える,きが
着替えた,きが
着替えな,きが
着替えず,きが
着替えて,きが
着替えよ,きが
着替えら,きが
着替えさ,きが
着替えろ,きが
着服,ちゃくふく
着水,ちゃくすい
着火,ちゃっか
着用,ちゃくよう
着目,ちゃくもく
着脱,ちゃくだつ
着色,ちゃくしょく
着衣,ちゃくい
着込み,きこ
着込む,きこ
着込ん,きこ
着込ま,きこ
着込め,きこ
着込な,きこ
着陸,ちゃくりく
着飾り,きかざ
着飾る,きかざ
着飾った,きかざ
着飾ら,きかざ
着飾って,きかざ
着飾ろ,きかざ
着飾れ,きかざ
着飾ら,きかざ
督促,とくそく
睨み,にら
睨む,にら
睨ん,にら
睨ま,にら
睨め,にら
睨な,にら
瞑り,つむ
瞑る,つむ
瞑った,つむ
瞑ら,つむ
瞑って,つむ
瞑ろ,つむ
瞑れ,つむ
瞑ら,つむ
瞑想,めいそう
瞠目,どうもく
瞬き,またた
瞬く,またた
瞬い,またた
瞬か,またた
瞬おう,またた
瞬け,またた
瞬え,またた
矛盾,むじゅん
知らせま,し
知らせる,し
知らせた,し
知らせな,し
知らせず,し
知らせて,し
知らせよ,し
知らせら,し
知らせさ,し
知らせろ,し
知らん,しらん
知り,し
知る,し
知った,し
知ら,し
知って,し
知ろ,し
知れ,し
知ら,し
知れま,し
知れる,し
知れた,し
知れな,し
知れず,し
知れて,し
知れよ,し
知れら,し
知れさ,し
知れろ,し
知覚,ちかく
短絡,たんらく
短縮,たんしゅく
矯正,きょうせい
研ぎ,と
研ぐ,と
研い,と
研が,と
研お,と
研げ,と
研え,と
研修,けんしゅう
研磨,けんま
研究,けんきゅう
研鑽,けんさん
砕き,くだ
砕く,くだ
砕い,くだ
砕か,くだ
砕おう,くだ
砕け,くだ
砕え,くだ
砕ける,くだける
砲撃,ほうげき
破り,やぶ
破る,やぶ
破った,やぶ
破ら,やぶ
破って,やぶ
破ろ,やぶ
破れ,やぶ
破ら,やぶ
破れま,やぶ
破れる,やぶ
破れた,やぶ
破れな,やぶ
破れず,やぶ
破れて,やぶ
破れよ,やぶ
破れら,やぶ
破れさ,やぶ
破れろ,やぶ
破壊,はかい
破局,はきょく
破損,はそん
破棄,はき
破滅,はめつ
破産,はさん
破砕,はさい
破綻,はたん
破裂,はれつ
破門,はもん
硫化,りゅうか
硬化,こうか
硬直,こうちょく
確かめま,たしか
確かめる,たしか
確かめた,たしか
確かめな,たしか
確かめず,たしか
確かめて,たしか
確かめよ,たしか
確かめら,たしか
確かめさ,たしか
確かめろ,たしか
確り,しっかり
確保,かくほ
確信,かくしん
確執,かくしつ
確定,かくてい
確立,かくりつ
確約,かくやく
確認,かくにん
磨き,みが
磨く,みが
磨い,みが
磨か,みが
磨おう,みが
磨け,みが
磨え,みが
示し,しめ
示す,しめ
示さ,しめ
示そ,しめ
示せ,しめ
示唆,しさ
示威,じい
示談,じだん
礼拝,れいはい
礼賛,らいさん
社会復帰,しゃかいふっき
祈り,いの
祈る,いの
祈った,いの
祈ら,いの
祈って,いの
祈ろ,いの
祈れ,いの
祈ら,いの
祈念,きねん
祈祷,きとう
祈願,きがん
祝い,いわ
祝う,いわ
祝った,いわ
祝わ,いわ
祝って,いわ
祝お,いわ
祝え,いわ
祝わ,いわ
祝福,しゅくふく
祝賀,しゅくが
票読み,ひょうよみ
祭り,まつ
祭る,まつ
祭った,まつ
祭ら,まつ
祭って,まつ
祭ろ,まつ
祭れ,まつ
祭ら,まつ
祭祀,さいし
禁じる,きんじる
禁ずま,きん
禁ずる,きん
禁ずた,きん
禁ずな,きん
禁ずず,きん
禁ずて,きん
禁ずよ,きん
禁ずら,きん
禁ずさ,きん
禁ずろ,きん
禁制,きんせい
禁忌,きんき
禁断,きんだん
禁欲,きんよく
禁止,きんし
禁煙,きんえん
禁足,きんそく
禁輸,きんゆ
禁酒,きんしゅ
禅譲,ぜんじょう
禿げま,は
禿げる,は
禿げた,は
禿げな,は
禿げず,は
禿げて,は
禿げよ,は
禿げら,は
禿げさ,は
禿げろ,は
秀でま,ひい
秀でる,ひい
秀でた,ひい
秀でな,ひい
秀でず,ひい
秀でて,ひい
秀でよ,ひい
秀でら,ひい
秀でさ,ひい
秀でろ,ひい
私有,しゆう
私語,しご
科すま,か
科する,か
科すた,か
科すな,か
科すず,か
科すて,か
科すよ,か
科すら,か
科すさ,か
科すろ,か
秘めま,ひ
秘める,ひ
秘めた,ひ
秘めな,ひ
秘めず,ひ
秘めて,ひ
秘めよ,ひ
秘めら,ひ
秘めさ,ひ
秘めろ,ひ
秘匿,ひとく
秘蔵,ひぞう
称する,しょうする
移し,うつ
移す,うつ
移さ,うつ
移そ,うつ
移せ,うつ
移り,うつ
移る,うつ
移った,うつ
移ら,うつ
移って,うつ
移ろ,うつ
移れ,うつ
移ら,うつ
移住,いじゅう
移入,いにゅう
移動,いどう
移植,いしょく
移民,いみん
移管,いかん
移籍,いせき
移行,いこう
移設,いせつ
移譲,いじょう
移転,いてん
移送,いそう
種別,しゅべつ
稼ぎ,かせ
稼ぐ,かせ
稼い,かせ
稼が,かせ
稼お,かせ
稼げ,かせ
稼え,かせ
稼働,かどう
稽古,けいこ
積み,つ
積む,つ
積ん,つ
積ま,つ
積め,つ
積な,つ
積もり,つも
積もる,つも
積もった,つも
積もら,つも
積もって,つも
積もろ,つも
積もれ,つも
積もら,つも
積算,せきさん
積載,せきさい
積雪,せきせつ
穴埋め,あなうめ
究明,きゅうめい
究極,きゅうきょく
空き,す / あ
空く,す / あ
空い,す / あ
空か,す / あ
空おう,す / あ
空け,す / あ
空え,す / あ
空中分解,くうちゅうぶんかい
空回り,からまわり
空想,くうそう
空振り,からぶり
空爆,くうばく
空襲,くうしゅう
空費,くうひ
空転,くうてん
空輸,くうゆ
突き,つ
突く,つ
突い,つ
突か,つ
突おう,つ
突け,つ
突え,つ
突き,つ
突く,つ
突い,つ
突か,つ
突おう,つ
突け,つ
突え,つ
突入,とつにゅう
突出,とっしゅつ
突撃,とつげき
突発,とっぱつ
突破,とっぱ
突貫,とっかん
突起,とっき
突進,とっしん
窃盗,せっとう
窒息,ちっそく
窮乏,きゅうぼう
立ち,たち
立ちはだかり,たちはだか
立ちはだかる,たちはだか
立ちはだかった,たちはだか
立ちはだから,たちはだか
立ちはだかって,たちはだか
立ちはだかろ,たちはだか
立ちはだかれ,たちはだか
立ちはだから,たちはだか
立ち,た
立つ,た
立った,た
立た,た
立って,た
立とう,た
立げ,た
立た,た
立て,た
立てま,た
立てる,た
立てた,た
立てな,た
立てず,た
立てて,た
立てよ,た
立てら,た
立てさ,た
立てろ,た
立候補,りっこうほ
立党,りっとう
立案,りつあん
立脚,りっきゃく
立腹,りっぷく
立証,りっしょう
立身出世,りっしんしゅっせ
竣工,しゅんこう
競い,きそ
競う,きそ
競った,きそ
競わ,きそ
競って,きそ
競お,きそ
競え,きそ
競わ,きそ
競り,せ
競る,せ
競った,せ
競ら,せ
競って,せ
競ろ,せ
競れ,せ
競ら,せ
競争,きょうそう
競作,きょうさく
競合,きょうごう
競売,きょうばい
競泳,きょうえい
競演,きょうえん
競走,きょうそう
笑い,わら
笑う,わら
笑った,わら
笑わ,わら
笑って,わら
笑お,わら
笑え,わら
笑わ,わら
符合,ふごう
筆記,ひっき
筆談,ひつだん
等分,とうぶん
等閑,なおざり
答え,こたえ
答えま,こた
答える,こた
答えた,こた
答えな,こた
答えず,こた
答えて,こた
答えよ,こた
答えら,こた
答えさ,こた
答えろ,こた
答弁,とうべん
答申,とうしん
答礼,とうれい
策動,さくどう
策定,さくてい
策謀,さくぼう
算入,さんにゅう
算出,さんしゅつ
算定,さんてい
算段,さんだん
管理,かんり
管轄,かんかつ
節制,せっせい
節水,せっすい
節減,せつげん
節約,せつやく
節電,せつでん
篆刻,てんこく
築き,きず
築く,きず
築い,きず
築か,きず
築おう,きず
築け,きず
築え,きず
築城,ちくじょう
築造,ちくぞう
篭り,こも
篭る,こも
篭った,こも
篭ら,こも
篭って,こも
篭ろ,こも
篭れ,こも
篭ら,こも
粉砕,ふんさい
粘々,ねばねば
粘り,ねば
粘る,ねば
粘った,ねば
粘ら,ねば
粘って,ねば
粘ろ,ねば
粘れ,ねば
粘ら,ねば
粘着,ねんちゃく
粛正,しゅくせい
粛清,しゅくせい
精査,せいさ
精算,せいさん
精米,せいまい
精製,せいせい
精通,せいつう
精進,しょうじん
精選,せいせん
精錬,せいれん
糺し,ただ
糺す,ただ
糺さ,ただ
糺そ,ただ
糺せ,ただ
糾合,きゅうごう
糾弾,きゅうだん
約定,やくじょう
約束,やくそく
紅潮,こうちょう
納付,のうふ
納入,のうにゅう
納品,のうひん
納得,なっとく
納涼,のうりょう
納税,のうぜい
納金,のうきん
納骨,のうこつ
純化,じゅんか
紛らし,まぎら
紛らす,まぎら
紛らさ,まぎら
紛らそ,まぎら
紛らせ,まぎら
紛れま,まぎ
紛れる,まぎ
紛れた,まぎ
紛れな,まぎ
紛れず,まぎ
紛れて,まぎ
紛れよ,まぎ
紛れら,まぎ
紛れさ,まぎ
紛れろ,まぎ
紛争,ふんそう
紛失,ふんしつ
紛糾,ふんきゅう
素描,そびょう
素読,そどく
素通り,すどおり
紡ぎ,つむ
紡ぐ,つむ
紡い,つむ
紡が,つむ
紡お,つむ
紡げ,つむ
紡え,つむ
累増,るいぞう
累積,るいせき
累計,るいけい
累進,るいしん
細々,こまごま
細めま,ほそ
細める,ほそ
細めた,ほそ
細めな,ほそ
細めず,ほそ
細めて,ほそ
細めよ,ほそ
細めら,ほそ
細めさ,ほそ
細めろ,ほそ
細り,ほそ
細る,ほそ
細った,ほそ
細ら,ほそ
細って,ほそ
細ろ,ほそ
細れ,ほそ
細ら,ほそ
細分,さいぶん
細工,さいく
紹介,しょうかい
終えま,お
終える,お
終えた,お
終えな,お
終えず,お
終えて,お
終えよ,お
終えら,お
終えさ,お
終えろ,お
終わり,おわ
終わる,おわ
終わった,おわ
終わら,おわ
終わって,おわ
終わろ,おわ
終われ,おわ
終わら,おわ
終了,しゅうりょう
終刊,しゅうかん
終始,しゅうし
終息,しゅうそく
終業,しゅうぎょう
終結,しゅうけつ
組み,く
組む,く
組ん,く
組ま,く
組め,く
組な,く
組成,そせい
組閣,そかく
経ち,た
経つ,た
経った,た
経た,た
経って,た
経とう,た
経げ,た
経た,た
経て,た
経るま,へ
経るる,へ
経るた,へ
経るな,へ
経るず,へ
経るて,へ
経るよ,へ
経るら,へ
経るさ,へ
経るろ,へ
経営,けいえい
経由,けいゆ
経験,けいけん
結い,ゆ
結う,ゆ
結った,ゆ
結わ,ゆ
結って,ゆ
結お,ゆ
結え,ゆ
結わ,ゆ
結びつき,むすびつ
結びつく,むすびつ
結びつい,むすびつ
結びつか,むすびつ
結びつおう,むすびつ
結びつけ,むすびつ
結びつえ,むすびつ
結び,むす
結ぶ,むす
結ん,むす
結ば,むす
結ぼ,むす
結べ,むす
結ば,むす
結べ,むす
結党,けっとう
結合,けつごう
結団,けつだん
結婚,けっこん
結実,けつじつ
結審,けっしん
結成,けっせい
結晶,けっしょう
結束,けっそく
結果,けっか
結託,けったく
結論,けつろん
結集,けっしゅう
結露,けつろ
絞めま,し
絞める,し
絞めた,し
絞めな,し
絞めず,し
絞めて,し
絞めよ,し
絞めら,し
絞めさ,し
絞めろ,し
絞り,しぼ
絞る,しぼ
絞った,しぼ
絞ら,しぼ
絞って,しぼ
絞ろ,しぼ
絞れ,しぼ
絞ら,しぼ
絞殺,こうさつ
絡まり,からま
絡まる,からま
絡まった,からま
絡まら,からま
絡まって,からま
絡まろ,からま
絡まれ,からま
絡まら,からま
絡み,から
絡む,から
絡ん,から
絡ま,から
絡め,から
絡な,から
給与,きゅうよ
給仕,きゅうじ
給付,きゅうふ
給水,きゅうすい
給油,きゅうゆ
給湯,きゅうとう
給費,きゅうひ
給食,きゅうしょく
統一,とういつ
統制,とうせい
統合,とうごう
統帥,とうすい
