阻害	そがい	obstruction, impediment, hindrance, inhibition, blocking, check	noun|taking する|transitive verb	
阻止	そし	obstruction, check, hindrance, prevention, impediment, interdiction, preemption, blocking	n1|noun|taking する|transitive verb	
阿呆	あほ	fool, idiot, simpleton	adjective|kana|noun|な adjective	
降り	ふり	rainfall, snowfall, alighting, descending	noun	
降る	ふる	to fall (of rain, snow, ash, etc.), to come down, to form (of frost), to beam down (of sunlight or moonlight), to pour in, to visit (of luck, misfortune, etc.), to come, to arrive	godan verb|intransitive verb|n5|transitive verb	
降下	こうか	descent, fall, drop, (atmospheric) depression, passing down (of an order, decree, etc.)	intransitive verb|noun|taking する|transitive verb	
降伏	こうふく	surrender, capitulation, submission, yield	intransitive verb|n1|noun|taking する|transitive verb	
降参	こうさん	surrender, submission, capitulation, being defeated (e.g. by a problem), giving up, giving in	intransitive verb|noun|taking する|transitive verb	
降板	こうばん	leaving the mound, being knocked out, resignation, stepping down, withdrawing	intransitive verb|noun|taking する|transitive verb	
降格	こうかく	demotion, relegation, downgrading	intransitive verb|noun|taking する|transitive verb	
降水	こうすい	rainfall, precipitation	n1|noun	
降雨	こうう	rainfall, rain	noun	
降雪	こうせつ	snowfall, snow	noun|taking する	
限り	かぎり	limit, limits, bounds, degree, extent, scope, the end, the last, as long as ..., as far as ..., as much as ..., to the limits of ..., all of ..., unless ..., (not) included in ..., (not) part of ..., ... only (e.g. one time only, today only), end of ones life, final moments, death, funeral, burial	adverb|noun	
限る	かぎる	to restrict, to limit, to confine, to be restricted to, to be limited to, to be confined to, to be best (for), to be the best plan, to be the only way (to)	godan verb|intransitive verb|n3|transitive verb	
限定	げんてい	limit, restriction	adjective|n1|noun|taking する|taking の|transitive verb	
限度	げんど	limit, bounds	n2|noun	
限界	げんかい	limit, bound	adjective|n3|noun|taking の	
陛下	へいか	Your Majesty, His Majesty, Her Majesty	honorific|noun|pronoun	
院内	いんない	inside the House, inside the Diet, inside the hospital	adjective|noun|taking の	
院政	いんせい	cloistered rule, government by cloistered emperors	noun	
院生	いんせい	graduate student, insei, apprentice go professional	noun	
院議	いんぎ	legislative decision	noun	
院長	いんちょう	director (of a hospital, institution, academy, etc.), superintendent, rector	noun	
陣中	じんちゅう	in camp, at the front	adjective|noun|taking の	
陣営	じんえい	camp (supporters of a doctrine, party, etc.), faction (of a party), military camp, encampment, cantonment	noun	
陣地	じんち	encampment, position	military|noun	
陣容	じんよう	battle formation, battle array, lineup (of a team, etc.), cast, staff, team structure	noun	
陣屋	じんや	encampment	noun	
陣幕	じんまく	camp enclosure	noun	
陣形	じんけい	battle formation, military formation	military|noun	
陣痛	じんつう	labour pains, labor pains, birth pains, contractions	noun	
陣頭	じんとう	head of an army	noun	
除く	のぞく	to remove, to eliminate, to eradicate, to exclude, to except	godan verb|n3|transitive verb	
除去	じょきょ	removal, getting rid of	noun|taking する|transitive verb	
除名	じょめい	striking off a name, dropping a name (from a list), expulsion, excommunication	noun|taking する|transitive verb	
除外	じょがい	exception, exclusion	n1|noun|taking する|transitive verb	
除夜	じょや	New Years Eve	noun	
除湿	じょしつ	dehumidification	intransitive verb|noun|taking する|transitive verb	
除籍	じょせき	removing a name, expelling (e.g. from school), decommissioning	noun|taking する	
除草	じょそう	weeding	intransitive verb|noun|taking する|transitive verb	
除菌	じょきん	disinfection, sterile filtration	noun|taking する|transitive verb	
除隊	じょたい	military discharge	intransitive verb|noun|taking する|transitive verb	
除雪	じょせつ	snow removal	intransitive verb|noun|taking する|transitive verb	
陥る	おちいる	to fall into (e.g. a hole), to fall into (chaos, depression, dilemma, illness, etc.), to fall into (a trap, etc.), to fall, to surrender, to capitulate	godan verb|intransitive verb|transitive verb	
陥没	かんぼつ	cave-in, collapse, sinking, depression (e.g. of the skull), subsidence	intransitive verb|noun|taking する|transitive verb	
陥落	かんらく	subsidence, sinking, cave-in, collapse, falling in, fall (of a city, fortress, etc.), surrender, fall (in position, rank, etc.), demotion, giving in (to someones persuasion), yielding, being convinced	intransitive verb|noun|taking する|transitive verb	
陪審	ばいしん	jury	noun	
陰り	かげり	shadow (e.g. on someones happiness), cloud, shade, gloom	noun	
陰口	かげぐち	malicious gossip, backbiting, speaking ill behind someones back	adjective|noun|taking の	
陰影	いんえい	shadow, shade, shading, gloom, nuance, shades of meaning, subtleties	noun	
陰性	いんせい	negative (result), gloomy, negative (e.g. attitude), pessimistic	adjective|noun|taking の|な adjective	
陰気	いんき	gloomy, dismal, miserable, melancholy, spirit of yin	adjective|n1|noun|な adjective	
陰湿	いんしつ	malicious, spiteful, vicious, wicked, devious, underhanded, sly, shady and damp	adjective|noun|な adjective	
陰謀	いんぼう	plot, intrigue, scheme, conspiracy, agreement between two or more people to commit an unlawful act	noun	
陰陽	いんよう	cosmic dual forces, yin and yang, sun and moon, etc.	noun	
陳列	ちんれつ	exhibition, display, putting on show	n1|noun|taking する|transitive verb	
陳情	ちんじょう	petition, appeal	noun|taking する|transitive verb	
陳腐	ちんぷ	stale, hackneyed, cliched	adjective|noun|な adjective	
陳謝	ちんしゃ	apology	noun|taking する|transitive verb	
陳述	ちんじゅつ	statement, declaration	noun|taking する|transitive verb	
陵墓	りょうぼ	imperial tomb, imperial mausoleum	noun	
陶器	とうき	porcelain (esp. soft-paste porcelain), china, chinaware, earthenware, pottery, ceramics, crockery	adjective|n1|noun|taking の	
陶工	とうこう	potter, ceramist, ceramicist	noun	
陶磁	とうじ	clay	noun	
陶芸	とうげい	ceramic art, ceramics	noun	
陶酔	とうすい	intoxication, being carried away by, being enraptured by	intransitive verb|noun|taking する|transitive verb	
陸上	りくじょう	(on) land, ground, shore, track-and-field events	adjective|noun|taking の	
陸地	りくち	land	adjective|noun|taking の	
陸戦	りくせん	land war	noun	
陸橋	りっきょう	viaduct, overhead bridge, overpass, land bridge (biogeography)	noun	
陸海	りくかい	land and sea, army and navy	noun	
陸路	りくろ	land route, overland route, by land, overland	adverb|noun	
陸軍	りくぐん	army	noun	
陸送	りくそう	land transportation	noun|taking する|transitive verb	
陸運	りくうん	land transportation	noun	
険悪	けんあく	dangerous, perilous, threatening, stormy, volatile, tense, critical, serious, stern (expression), hostile (attitude), sharp, harsh	adjective|noun|な adjective	
陽光	ようこう	sunshine, sunlight	noun	
陽子	ようし	proton	noun	
陽性	ようせい	positive (result), positive (attitude), cheerful, optimistic	adjective|noun|taking の|な adjective	
陽気	ようき	cheerful, jovial, merry, lively, weather, season, spirit of yang	adjective|noun|な adjective	
陽炎	かげろう	heat haze, shimmer of hot air	noun	
隅々	すみずみ	every corner, every nook and cranny, all the ins and outs	noun	
隆盛	りゅうせい	prosperity, flourishing, thriving	adjective|noun|taking の|な adjective	
隆起	りゅうき	protuberance, bulge, protrusion, projection, swell, rise, uplift, upheaval, elevation	adjective|intransitive verb|noun|taking する|taking の|transitive verb	
隊列	たいれつ	rank (of troops), file, column, formation	noun	
隊員	たいいん	troops, group members, team members	noun	
隊長	たいちょう	commanding officer	noun	
階下	かいか	lower floor, downstairs, bottom of the stairs, foot of the stairs	noun	
階層	かいそう	class, level, stratum, layer, hierarchy	n1|noun	
階段	かいだん	stairs, stairway, staircase	n5|noun	
階級	かいきゅう	(social) class, rank, grade	n1|noun	
随一	ずいいち	best, greatest, first	noun	
随伴	ずいはん	attendance, accompanying, following, adjoint	noun|taking する	
随分	ずいぶん	very, extremely, surprisingly, considerably, awfully, terribly, terrible, horrid, contemptible, reprehensible, remarkable, extraordinary	adjective|adverb|kana|n3|taking と|な adjective	
随員	ずいいん	member of an entourage or retinue or party, attendant	noun	
随想	ずいそう	random thoughts, occasional thoughts, desultory thoughts	noun	
随意	ずいい	voluntary, optional, free, elective	adjective|noun|な adjective	
随所	ずいしょ	everywhere, all over the place, here and there, at every turn	noun	
随時	ずいじ	whenever necessary, as needed, as required, as occasion demands, at any time, at all times	adverb	
随筆	ずいひつ	essays, miscellaneous writings, literary jottings	n2|noun	
随行	ずいこう	attendant, follower	intransitive verb|noun|taking する|transitive verb	
隔て	へだて	partition, distinction	noun	
隔世	かくせい	separation of ages, being of a different age	noun	
隔壁	かくへき	barrier wall, bulkhead, partition, septum, diaphragm	adjective|noun|taking の	
隔年	かくねん	biennially, every second year, every other year	adverb|noun	
隔日	かくじつ	every other day, every second day	noun	
隔月	かくげつ	every second month, every other month	adjective|noun|taking の	
隔絶	かくぜつ	isolation, separation, remoteness, seclusion, reclusion, inaccessibility, sequestration	intransitive verb|noun|taking する|transitive verb	
隔週	かくしゅう	every other week, every two weeks	adjective|adverb|n1|noun|taking の	
隔離	かくり	isolation, segregation, separation, quarantine	adjective|intransitive verb|noun|taking する|taking の|transitive verb	
隕石	いんせき	meteorite	noun	
隙間	すきま	crevice, crack, gap, opening, clearance, spare moment, interval, break, pause, spare time, chink (in ones armor, armour), unpreparedness, carelessness	n2|noun	
際会	さいかい	meeting, facing, confronting	intransitive verb|noun|taking する|transitive verb	
際限	さいげん	limits, end, bounds	noun	
障る	さわる	to be harmful to, to hinder, to interfere with, to irritate	godan verb|intransitive verb|n1|transitive verb	
障壁	しょうへき	enclosing wall, boundary fence, obstacle, barrier	noun	
障子	しょうじ	shoji (paper sliding door)	n2|noun	
障害	しょうがい	obstacle, impediment, hindrance, barrier, difficulty, disorder, defect, disability, handicap, impairment, dysfunction, steeplechase, obstacle race, steeplechase (athletics)	n3|noun|taking する|transitive verb	
隠す	かくす	to hide, to conceal	godan verb|n3|transitive verb	
隠匿	いんとく	concealment (esp. of wrongdoings or criminals), sheltering, harboring	noun|taking する|transitive verb	
隠密	おんみつ	secret, clandestine, covert, spy (for a daimyo, shogun, etc.), secret agent	adjective|noun|taking の|な adjective	
隠居	いんきょ	retirement (from work), leading a quiet life (after retirement), retired person, retiree, surrendering headship of the family (pre-WWII)	intransitive verb|n1|noun|taking する|transitive verb	
隠滅	いんめつ	destruction (esp. of evidence), spoliation, suppression, hiding, concealment	intransitive verb|noun|taking する|transitive verb	
隠語	いんご	secret language, jargon, cant, argot, slang	noun	
隣人	りんじん	neighbour, neighbor, neighbourhood, neighborhood	adjective|noun|taking の	
